"gene_names","gene_ids"
"PRR18(2of2)","ENSPFOG00000023935"
"arpc1a","ENSPFOG00000023219"
"arpc1b(1of2)","ENSPFOG00000007351"
"mmd2b","ENSPFOG00000007577"
"radil","ENSPFOG00000007614"
"ensembl","ENSPFOG00000007970"
"cyp3a65(1of2)","ENSPFOG00000008049"
"cyp3a65(2of2)","ENSPFOG00000008593"
"gpank1","ENSPFOG00000009128"
"ensembl","ENSPFOG00000009153"
"zfp36l2(1of3)","ENSPFOG00000012844"
"hcar1-3","ENSPFOG00000020901"
"ensembl","ENSPFOG00000020902"
"haao","ENSPFOG00000012855"
"papolg","ENSPFOG00000012909"
"rel","ENSPFOG00000013038"
"pex13","ENSPFOG00000013086"
"si:ch211-189k9.2","ENSPFOG00000013110"
"xpo1a","ENSPFOG00000013233"
"ensembl","ENSPFOG00000013327"
"pcgf6","ENSPFOG00000013331"
"inaa","ENSPFOG00000013372"
"sertad2b(2of2)","ENSPFOG00000020903"
"mpzl3(1of2)","ENSPFOG00000006252"
"MPZL2(1of3)","ENSPFOG00000006284"
"ensembl","ENSPFOG00000006319"
"ensembl","ENSPFOG00000006322"
"ensembl","ENSPFOG00000006340"
"TMEM25","ENSPFOG00000006344"
"zgc:66101","ENSPFOG00000006398"
"sidt2","ENSPFOG00000006724"
"CEP164","ENSPFOG00000007159"
"apoa1a","ENSPFOG00000007271"
"TBX10","ENSPFOG00000007309"
"BACE1","ENSPFOG00000007323"
"pcsk7","ENSPFOG00000007561"
"tagln","ENSPFOG00000007966"
"cbln18","ENSPFOG00000022003"
"si:dkeyp-110c7.4(1of2)","ENSPFOG00000007999"
"si:dkeyp-110c7.4(2of2)","ENSPFOG00000008008"
"ftr86","ENSPFOG00000008019"
"nudt8","ENSPFOG00000008099"
"MFRP","ENSPFOG00000008122"
"si:ch1073-280e3.1","ENSPFOG00000008272"
"pnkp","ENSPFOG00000008494"
"ensembl","ENSPFOG00000008639"
"ensembl","ENSPFOG00000008816"
"ensembl","ENSPFOG00000009020"
"ENDOD1(5of10)","ENSPFOG00000009023"
"dpf1","ENSPFOG00000009072"
"si:ch211-11n16.2","ENSPFOG00000009274"
"numbl","ENSPFOG00000009497"
"adck4(3of3)","ENSPFOG00000009638"
"FBXO46(2of2)","ENSPFOG00000009866"
"slc5a2(2of2)","ENSPFOG00000009886"
"brwd1(1of2)","ENSPFOG00000016314"
"mipep","ENSPFOG00000016326"
"tnfrsf19","ENSPFOG00000016408"
"sacs","ENSPFOG00000016423"
"sgcg","ENSPFOG00000016458"
"rps25","ENSPFOG00000016498"
"trappc4","ENSPFOG00000016527"
"slc37a4a","ENSPFOG00000016553"
"cfap45","ENSPFOG00000016578"
"cltcb","ENSPFOG00000016639"
"vaspb","ENSPFOG00000016808"
"snrpd2","ENSPFOG00000016809"
"ensembl","ENSPFOG00000020875"
"pglyrp5","ENSPFOG00000016812"
"polr2i","ENSPFOG00000016816"
"C5AR2","ENSPFOG00000020876"
"dact3a","ENSPFOG00000016828"
"GRAMD1B","ENSPFOG00000016836"
"ensembl","ENSPFOG00000021279"
"CLMP","ENSPFOG00000016889"
"tiparp","ENSPFOG00000008850"
"ensembl","ENSPFOG00000023498"
"ccnl1b","ENSPFOG00000008915"
"veph1","ENSPFOG00000009074"
"ptx3a","ENSPFOG00000009376"
"golim4a","ENSPFOG00000009424"
"ensembl","ENSPFOG00000024442"
"serpini1","ENSPFOG00000009615"
"ensembl","ENSPFOG00000023366"
"zbbx","ENSPFOG00000022771"
"FAM217B(2of2)","ENSPFOG00000024585"
"ensembl","ENSPFOG00000022046"
"pdrg1","ENSPFOG00000008782"
"edn3b(2of2)","ENSPFOG00000024065"
"znf831","ENSPFOG00000008819"
"cstf1","ENSPFOG00000022221"
"CASS4","ENSPFOG00000008826"
"phf2","ENSPFOG00000008892"
"barx1","ENSPFOG00000009171"
"ptpdc1a","ENSPFOG00000009199"
"ensembl","ENSPFOG00000021074"
"ensembl","ENSPFOG00000021072"
"wnt7aa","ENSPFOG00000009314"
"fbln2","ENSPFOG00000009361"
"hdac11","ENSPFOG00000009746"
"iqsec1b","ENSPFOG00000009877"
"acad9","ENSPFOG00000010092"
"ensembl","ENSPFOG00000021127"
"efcc1(3of3)","ENSPFOG00000023040"
"efcc1(1of3)","ENSPFOG00000010322"
"cfap57(2of2)","ENSPFOG00000023430"
"efcc1(2of3)","ENSPFOG00000010350"
"cfap57(1of2)","ENSPFOG00000010383"
"nuf2","ENSPFOG00000010681"
"ap5b1","ENSPFOG00000010820"
"C1orf50(2of2)","ENSPFOG00000010853"
"ptger1b","ENSPFOG00000000937"
"ilf3b","ENSPFOG00000001014"
"farsa","ENSPFOG00000001201"
"si:dkey-61n16.5","ENSPFOG00000024123"
"gcdha","ENSPFOG00000001445"
"SLC44A2(1of2)","ENSPFOG00000001897"
"RGL3(1of2)","ENSPFOG00000002732"
"nfil3-5","ENSPFOG00000020649"
"nfil3-6","ENSPFOG00000020650"
"si:ch211-207j7.2(1of2)","ENSPFOG00000003005"
"ensembl","ENSPFOG00000022393"
"lppr2a","ENSPFOG00000003045"
"ensembl","ENSPFOG00000020986"
"tmem56b","ENSPFOG00000003239"
"cnn1b","ENSPFOG00000003242"
"elof1(1of2)","ENSPFOG00000003356"
"tmem205","ENSPFOG00000003360"
"rab3db","ENSPFOG00000003369"
"epor(1of2)","ENSPFOG00000003434"
"epor(2of2)","ENSPFOG00000024404"
"znf653","ENSPFOG00000003530"
"swsap1","ENSPFOG00000003427"
"tspan35","ENSPFOG00000003656"
"ensembl","ENSPFOG00000003775"
"ensembl","ENSPFOG00000003823"
"CDK18","ENSPFOG00000001851"
"mfsd4a","ENSPFOG00000002287"
"elk4","ENSPFOG00000002423"
"si:ch211-117k10.3","ENSPFOG00000002472"
"nucks1a","ENSPFOG00000002478"
"epha8","ENSPFOG00000002611"
"cldn19","ENSPFOG00000003145"
"p3h1","ENSPFOG00000003235"
"elf3","ENSPFOG00000003692"
"arfrp1","ENSPFOG00000003764"
"chia.3","ENSPFOG00000003833"
"kcnd2(2of2)","ENSPFOG00000021885"
"flnca","ENSPFOG00000011440"
"ensembl","ENSPFOG00000012007"
"TMCC3(1of2)","ENSPFOG00000012011"
"nr2c1","ENSPFOG00000012037"
"FGD6(1of2)","ENSPFOG00000012107"
"metap2a","ENSPFOG00000012168"
"ntn4","ENSPFOG00000012291"
"hal","ENSPFOG00000012377"
"elk3(2of2)","ENSPFOG00000012473"
"cdk17(2of2)","ENSPFOG00000012544"
"ucmab","ENSPFOG00000012847"
"camk1db","ENSPFOG00000012864"
"dhtkd1","ENSPFOG00000012901"
"CELF2(2of2)","ENSPFOG00000013076"
"taf3","ENSPFOG00000013168"
"fam208b","ENSPFOG00000013205"
"asb13b","ENSPFOG00000013252"
"rorab","ENSPFOG00000000838"
"zgc:194679(1of2)","ENSPFOG00000000932"
"zgc:194679(2of2)","ENSPFOG00000020180"
"csnk2a2a","ENSPFOG00000000993"
"ZNF319(1of2)","ENSPFOG00000020182"
"JPH3(1of2)","ENSPFOG00000001107"
"psmd13","ENSPFOG00000001193"
"sirt3","ENSPFOG00000001346"
"drd4a","ENSPFOG00000001435"
"CDHR5(1of2)","ENSPFOG00000001495"
"ctsd","ENSPFOG00000001622"
"adra2db","ENSPFOG00000001743"
"ZNF408","ENSPFOG00000001760"
"acana","ENSPFOG00000001814"
"ppip5k1a","ENSPFOG00000002078"
"map1aa","ENSPFOG00000002916"
"CRTC2","ENSPFOG00000014665"
"dennd4b","ENSPFOG00000014728"
"si:ch73-215d9.1","ENSPFOG00000014900"
"aldh5a1","ENSPFOG00000014906"
"polr3glb","ENSPFOG00000014955"
"txnipb","ENSPFOG00000014977"
"rnf40(2of2)","ENSPFOG00000024848"
"phkg2","ENSPFOG00000015039"
"CCDC189(1of2)","ENSPFOG00000015091"
"CCDC189(2of2)","ENSPFOG00000023486"
"il21r.2","ENSPFOG00000015106"
"ube2ia","ENSPFOG00000015114"
"KCTD5","ENSPFOG00000015132"
"pdpk1b(1of2)","ENSPFOG00000015149"
"tsr3(1of3)","ENSPFOG00000015238"
"gnptg(1of2)","ENSPFOG00000015259"
"pdpk1b(2of2)","ENSPFOG00000015275"
"tsr3(2of3)","ENSPFOG00000015318"
"tsr3(3of3)","ENSPFOG00000015332"
"gnptg(2of2)","ENSPFOG00000015351"
"C7orf50","ENSPFOG00000015411"
"ensembl","ENSPFOG00000022155"
"GPER1(1of2)","ENSPFOG00000020622"
"C16orf91","ENSPFOG00000024069"
"h3f3b.1","ENSPFOG00000015426"
"C8orf33","ENSPFOG00000015452"
"ensembl","ENSPFOG00000015436"
"h3f3b.1","ENSPFOG00000015437"
"anks3","ENSPFOG00000015477"
"wdr24","ENSPFOG00000015521"
"zgc:112496","ENSPFOG00000015555"
"rhbdl1","ENSPFOG00000022368"
"h1f0","ENSPFOG00000020624"
"rhot2","ENSPFOG00000022813"
"wdr90","ENSPFOG00000015613"
"ensembl","ENSPFOG00000015868"
"nlrc3","ENSPFOG00000015889"
"si:ch211-183d21.1","ENSPFOG00000015995"
"DHX29","ENSPFOG00000012697"
"pstpip2","ENSPFOG00000012931"
"golph3(1of2)","ENSPFOG00000013093"
"itga1","ENSPFOG00000013129"
"kcmf1(1of2)","ENSPFOG00000013355"
"ntrk2b","ENSPFOG00000013362"
"hnrpkl","ENSPFOG00000013507"
"GNAQ","ENSPFOG00000013654"
"gna14(1of3)","ENSPFOG00000013809"
"gna14(2of3)","ENSPFOG00000013817"
"gna14(3of3)","ENSPFOG00000013820"
"prune2","ENSPFOG00000013832"
"pcsk5a","ENSPFOG00000013865"
"ensembl","ENSPFOG00000022565"
"zgc:73226","ENSPFOG00000014184"
"thbs4b(1of2)","ENSPFOG00000014191"
"ensembl","ENSPFOG00000014280"
"zgc:122979","ENSPFOG00000014288"
"atp5a1(2of2)","ENSPFOG00000014312"
"ensembl","ENSPFOG00000024580"
"C18orf25","ENSPFOG00000014350"
"rnf165a","ENSPFOG00000014366"
"loxhd1a(2of2)","ENSPFOG00000014448"
"hook2","ENSPFOG00000006685"
"C19orf43","ENSPFOG00000009169"
"ubn2b","ENSPFOG00000006906"
"rpsa(1of2)","ENSPFOG00000007174"
"SNORA62","ENSPFOG00000021274"
"slc25a38a(1of2)","ENSPFOG00000007362"
"myh9b(1of2)","ENSPFOG00000007460"
"rpsa(2of2)","ENSPFOG00000009259"
"SNORA62","ENSPFOG00000021321"
"slc25a38a(2of2)","ENSPFOG00000009393"
"myh9b(2of2)","ENSPFOG00000009437"
"txn2","ENSPFOG00000009985"
"si:ch211-106h11.3","ENSPFOG00000010021"
"ddx39aa","ENSPFOG00000010070"
"ensembl","ENSPFOG00000021029"
"si:ch211-106h11.1","ENSPFOG00000010148"
"ensembl","ENSPFOG00000023051"
"TGFBR3L","ENSPFOG00000010214"
"pkn1b","ENSPFOG00000010299"
"ensembl","ENSPFOG00000023683"
"ensembl","ENSPFOG00000023856"
"mcoln1b","ENSPFOG00000010733"
"trappc5","ENSPFOG00000010827"
"pglyrp2(2of2)","ENSPFOG00000010849"
"WIZ(1of2)","ENSPFOG00000010876"
"ensembl","ENSPFOG00000010922"
"si:dkey-54n8.4","ENSPFOG00000014695"
"cluha(1of2)","ENSPFOG00000014712"
"cluha(2of2)","ENSPFOG00000014963"
"pafah1b1a(2of2)","ENSPFOG00000015100"
"mettl16","ENSPFOG00000015104"
"mnta","ENSPFOG00000015158"
"SEPT4(2of2)","ENSPFOG00000015200"
"limk1a","ENSPFOG00000015310"
"ensembl","ENSPFOG00000015428"
"gbas","ENSPFOG00000015444"
"psph","ENSPFOG00000015510"
"phkg1a","ENSPFOG00000015540"
"SNORA15","ENSPFOG00000021603"
"SNORA15","ENSPFOG00000021223"
"chchd2","ENSPFOG00000015595"
"FAM98C","ENSPFOG00000015605"
"si:ch211-235m3.5","ENSPFOG00000015638"
"ube4a","ENSPFOG00000015706"
"kmt2a","ENSPFOG00000015779"
"lmo4b","ENSPFOG00000000189"
"hs2st1b","ENSPFOG00000000201"
"sox14","ENSPFOG00000020974"
"hdlbpa","ENSPFOG00000000236"
"farp2","ENSPFOG00000000366"
"boka","ENSPFOG00000000644"
"ccnd2a","ENSPFOG00000006265"
"tigara","ENSPFOG00000006399"
"fgf6a","ENSPFOG00000006476"
"zgc:77158","ENSPFOG00000006509"
"C12orf4","ENSPFOG00000006589"
"e2f4","ENSPFOG00000006707"
"elmo3","ENSPFOG00000006816"
"ensembl","ENSPFOG00000021508"
"ensembl","ENSPFOG00000021089"
"lrrc29","ENSPFOG00000007173"
"CNGB1","ENSPFOG00000007269"
"ensembl","ENSPFOG00000007418"
"bbs9","ENSPFOG00000018183"
"nt5c3a","ENSPFOG00000018265"
"ensembl","ENSPFOG00000023301"
"dctn3","ENSPFOG00000018277"
"atg5","ENSPFOG00000018282"
"prdm1a","ENSPFOG00000018298"
"s100a1","ENSPFOG00000018305"
"tlr18","ENSPFOG00000018309"
"si:ch211-113g11.6(2of2)","ENSPFOG00000018319"
"lyz(4of4)","ENSPFOG00000005349"
"si:ch211-196i2.1","ENSPFOG00000005431"
"man1b1a","ENSPFOG00000006266"
"dfnb31a","ENSPFOG00000006409"
"akna","ENSPFOG00000023833"
"stxbp1a","ENSPFOG00000006766"
"fam129ba","ENSPFOG00000007114"
"slc31a2","ENSPFOG00000007464"
"arrdc1b","ENSPFOG00000007472"
"glulc(1of2)","ENSPFOG00000007601"
"glulc(2of2)","ENSPFOG00000007626"
"ftr98(15of77)","ENSPFOG00000007746"
"pde5ab(2of2)","ENSPFOG00000022739"
"QSOX2","ENSPFOG00000010094"
"NACC2(1of2)","ENSPFOG00000010199"
"brd3a","ENSPFOG00000010267"
"ppapdc3(1of2)","ENSPFOG00000010379"
"ppapdc3(2of2)","ENSPFOG00000010381"
"snapc4","ENSPFOG00000010401"
"pomt1","ENSPFOG00000010444"
"ensembl","ENSPFOG00000021750"
"dnm1b","ENSPFOG00000010769"
"fam160b2","ENSPFOG00000023424"
"gsnb","ENSPFOG00000010998"
"dab2ipb","ENSPFOG00000011307"
"phf19","ENSPFOG00000011566"
"zgc:66350","ENSPFOG00000011623"
"ensembl","ENSPFOG00000011660"
"chek2","ENSPFOG00000011753"
"sdccag3","ENSPFOG00000011855"
"si:dkey-30j10.5(3of4)","ENSPFOG00000023512"
"cmlc1","ENSPFOG00000020459"
"ttf1","ENSPFOG00000011871"
"endog","ENSPFOG00000011891"
"ntng2a","ENSPFOG00000011954"
"med27","ENSPFOG00000012024"
"fnbp1a","ENSPFOG00000012072"
"C9orf116","ENSPFOG00000021856"
"olfm1a","ENSPFOG00000012310"
"chrna4b","ENSPFOG00000010251"
"si:dkey-172k15.5(2of2)","ENSPFOG00000023781"
"zgpat","ENSPFOG00000010326"
"tti1","ENSPFOG00000010333"
"ensembl","ENSPFOG00000010476"
"ctnnbl1","ENSPFOG00000010501"
"si:ch211-251b21.1","ENSPFOG00000022127"
"plch2a","ENSPFOG00000000513"
"pex10","ENSPFOG00000000648"
"stk38a","ENSPFOG00000000692"
"dennd2db","ENSPFOG00000000852"
"igf3","ENSPFOG00000022079"
"renbp","ENSPFOG00000001025"
"ensembl","ENSPFOG00000001229"
"rpl10","ENSPFOG00000001344"
"SNORA70","ENSPFOG00000021116"
"SNORA70","ENSPFOG00000021103"
"flna","ENSPFOG00000001616"
"ensembl","ENSPFOG00000002069"
"haus7(2of2)","ENSPFOG00000023117"
"MRPL49(1of2)","ENSPFOG00000020078"
"TNFRSF14(4of4)","ENSPFOG00000024505"
"TNFRSF14(1of4)","ENSPFOG00000002080"
"tm6sf2(2of2)","ENSPFOG00000004002"
"sbno2a","ENSPFOG00000004096"
"TJP3","ENSPFOG00000004984"
"hmha1b","ENSPFOG00000005406"
"polr2eb","ENSPFOG00000005734"
"gpx4a","ENSPFOG00000005793"
"pip5k1ca","ENSPFOG00000005815"
"RAB11B(1of3)","ENSPFOG00000006159"
"march2(1of2)","ENSPFOG00000006218"
"RAB11B(2of3)","ENSPFOG00000006224"
"stap2b","ENSPFOG00000006279"
"fsd1","ENSPFOG00000006360"
"si:ch211-129c21.1","ENSPFOG00000006680"
"scamp4","ENSPFOG00000006940"
"chaf1a","ENSPFOG00000006963"
"ubxn6","ENSPFOG00000007026"
"uap1","ENSPFOG00000024685"
"ddr2a","ENSPFOG00000007058"
"hsd17b7(1of2)","ENSPFOG00000007589"
"serbp1a","ENSPFOG00000007643"
"il12rb2","ENSPFOG00000007735"
"il23r","ENSPFOG00000024170"
"ensembl","ENSPFOG00000000436"
"ftr98(34of77)","ENSPFOG00000020043"
"adarb2(1of2)","ENSPFOG00000000453"
"SLCO5A1(1of2)","ENSPFOG00000000527"
"stard3nl","ENSPFOG00000000607"
"ensembl","ENSPFOG00000019985"
"ftr98(35of77)","ENSPFOG00000020044"
"epdr1","ENSPFOG00000000665"
"nol7","ENSPFOG00000000700"
"SNORA28","ENSPFOG00000021441"
"ranbp9","ENSPFOG00000000884"
"ensembl","ENSPFOG00000024612"
"rnf182","ENSPFOG00000020045"
"saa","ENSPFOG00000001309"
"fam134b","ENSPFOG00000001203"
"ftr98(72of77)","ENSPFOG00000023823"
"znf622","ENSPFOG00000001399"
"march11","ENSPFOG00000001465"
"myo10(1of2)","ENSPFOG00000001861"
"myo10(2of2)","ENSPFOG00000022736"
"ftr98(36of77)","ENSPFOG00000020046"
"dnajc24","ENSPFOG00000001315"
"fam65a","ENSPFOG00000001483"
"ctcf(2of2)","ENSPFOG00000001733"
"rltpr(2of2)","ENSPFOG00000024294"
"ensembl","ENSPFOG00000023634"
"ensembl","ENSPFOG00000001956"
"ensembl","ENSPFOG00000023493"
"ensembl","ENSPFOG00000021446"
"hoxb4a","ENSPFOG00000001992"
"hoxb3a","ENSPFOG00000002004"
"hoxb2a","ENSPFOG00000002017"
"hoxb1a","ENSPFOG00000002038"
"si:ch73-134f24.1","ENSPFOG00000002060"
"diaph2","ENSPFOG00000016349"
"ensembl","ENSPFOG00000016555"
"MRPL55","ENSPFOG00000012703"
"ndufa11","ENSPFOG00000012717"
"commd2","ENSPFOG00000012750"
"lmnb2","ENSPFOG00000012753"
"rpl36","ENSPFOG00000012886"
"pde6d","ENSPFOG00000012888"
"phb2b","ENSPFOG00000012894"
"lrrc40","ENSPFOG00000012972"
"ddx10","ENSPFOG00000013021"
"SZT2","ENSPFOG00000013050"
"TRAPPC8(2of3)","ENSPFOG00000022503"
"hyi","ENSPFOG00000013471"
"ensembl","ENSPFOG00000001300"
"ensembl","ENSPFOG00000023627"
"ywhae2(1of3)","ENSPFOG00000000499"
"gria4b","ENSPFOG00000000622"
"ensembl","ENSPFOG00000021601"
"elmod1","ENSPFOG00000001057"
"slc35f2","ENSPFOG00000001303"
"cul5b","ENSPFOG00000001540"
"ensembl","ENSPFOG00000022599"
"ensembl","ENSPFOG00000001710"
"ensembl","ENSPFOG00000001764"
"ensembl","ENSPFOG00000001806"
"adra1ba","ENSPFOG00000001872"
"havcr2","ENSPFOG00000023479"
"rhot1a(1of2)","ENSPFOG00000002021"
"havcr1(1of3)","ENSPFOG00000002283"
"ensembl","ENSPFOG00000022116"
"ponzr2(1of3)","ENSPFOG00000002292"
"nhp2","ENSPFOG00000002315"
"lcp2a","ENSPFOG00000002365"
"zmat2","ENSPFOG00000002482"
"slbp2","ENSPFOG00000021993"
"FAM53C(1of2)","ENSPFOG00000002567"
"hspb11(1of2)","ENSPFOG00000020077"
"ccdc65","ENSPFOG00000002584"
"ensembl","ENSPFOG00000002650"
"timd4","ENSPFOG00000002671"
"ensembl","ENSPFOG00000023002"
"ensembl","ENSPFOG00000018429"
"ensembl","ENSPFOG00000024266"
"ercc1","ENSPFOG00000018443"
"prmt2","ENSPFOG00000018449"
"ensembl","ENSPFOG00000018462"
"ensembl","ENSPFOG00000024413"
"ensembl","ENSPFOG00000024158"
"ensembl","ENSPFOG00000018466"
"dip2a","ENSPFOG00000018490"
"cflara","ENSPFOG00000018525"
"FAM126B","ENSPFOG00000018530"
"trpm2(4of4)","ENSPFOG00000023580"
"trpm2(3of4)","ENSPFOG00000018546"
"ensembl","ENSPFOG00000012803"
"xpr1b","ENSPFOG00000012902"
"ensembl","ENSPFOG00000021493"
"cdc14aa","ENSPFOG00000013088"
"wdr78(2of2)","ENSPFOG00000013160"
"fam151a","ENSPFOG00000013276"
"ACOT11(1of2)","ENSPFOG00000013324"
"C5orf22","ENSPFOG00000013578"
"cyp7a1a","ENSPFOG00000013672"
"mrpl37","ENSPFOG00000013748"
"csnk1g2a","ENSPFOG00000013789"
"mfsd12a","ENSPFOG00000013915"
"depdc5","ENSPFOG00000013978"
"ensembl","ENSPFOG00000010521"
"edem2","ENSPFOG00000010582"
"PI16","ENSPFOG00000010706"
"ensembl","ENSPFOG00000010711"
"snx21","ENSPFOG00000010715"
"dnase1l3","ENSPFOG00000010776"
"hm13","ENSPFOG00000010955"
"mrgbp","ENSPFOG00000011092"
"SULF2(2of2)","ENSPFOG00000011105"
"myh7bb","ENSPFOG00000011212"
"itpr3","ENSPFOG00000011533"
"gpr37l1b","ENSPFOG00000012421"
"arl8a","ENSPFOG00000012465"
"ensembl","ENSPFOG00000012531"
"PTPN7","ENSPFOG00000012573"
"ensembl","ENSPFOG00000012671"
"ensembl","ENSPFOG00000012672"
"ensembl","ENSPFOG00000016859"
"cyb561","ENSPFOG00000016904"
"hdac5","ENSPFOG00000016912"
"OSBPL7(1of2)","ENSPFOG00000017009"
"gps1","ENSPFOG00000017069"
"col1a1a","ENSPFOG00000017127"
"U5","ENSPFOG00000021213"
"prkar2aa","ENSPFOG00000005229"
"mgll","ENSPFOG00000005283"
"slc26a6","ENSPFOG00000024252"
"wdr6","ENSPFOG00000006483"
"celsr3","ENSPFOG00000005413"
"dalrd3","ENSPFOG00000006554"
"ensembl","ENSPFOG00000021311"
"ensembl","ENSPFOG00000021335"
"impdh2","ENSPFOG00000006678"
"arih2","ENSPFOG00000006818"
"xpc","ENSPFOG00000006921"
"ensembl","ENSPFOG00000021557"
"BORCS6","ENSPFOG00000007038"
"stat1b(2of2)","ENSPFOG00000022330"
"mstna","ENSPFOG00000005132"
"ensembl","ENSPFOG00000005233"
"ensembl","ENSPFOG00000024206"
"ensembl","ENSPFOG00000024129"
"efr3ba","ENSPFOG00000005660"
"iqcb1","ENSPFOG00000006045"
"kalrnb","ENSPFOG00000006090"
"bco1l","ENSPFOG00000007219"
"ensembl","ENSPFOG00000005567"
"eif5b","ENSPFOG00000007543"
"lipt1","ENSPFOG00000007695"
"SLC22A14","ENSPFOG00000007714"
"sh3yl1","ENSPFOG00000007719"
"fam150bb(2of2)","ENSPFOG00000022096"
"ensembl","ENSPFOG00000007826"
"fbxo3","ENSPFOG00000007840"
"CHAMP1","ENSPFOG00000020738"
"ensembl","ENSPFOG00000022899"
"ensembl","ENSPFOG00000007844"
"ensembl","ENSPFOG00000007852"
"ensembl","ENSPFOG00000022818"
"ensembl","ENSPFOG00000022210"
"ensembl","ENSPFOG00000022444"
"ensembl","ENSPFOG00000000578"
"ensembl","ENSPFOG00000024319"
"ensembl","ENSPFOG00000023459"
"SAMD12","ENSPFOG00000000586"
"EXT1(1of2)","ENSPFOG00000000617"
"med30","ENSPFOG00000000737"
"slc30a8(1of2)","ENSPFOG00000000791"
"si:ch211-153f2.3","ENSPFOG00000024378"
"shtn1(2of2)","ENSPFOG00000024277"
"eno4","ENSPFOG00000000231"
"hspa12a","ENSPFOG00000000277"
"pitx3","ENSPFOG00000000330"
"gbf1","ENSPFOG00000000359"
"cyp17a1","ENSPFOG00000000699"
"BORCS7","ENSPFOG00000000793"
"nt5c2a","ENSPFOG00000000907"
"WBP1L(1of2)","ENSPFOG00000001054"
"fbxw4","ENSPFOG00000001140"
"fgf8a","ENSPFOG00000001304"
"slc2a15a","ENSPFOG00000001511"
"ensembl","ENSPFOG00000001722"
"ensembl","ENSPFOG00000001748"
"sdhaf4","ENSPFOG00000001766"
"cep68","ENSPFOG00000001789"
"rab1ab","ENSPFOG00000001829"
"hells","ENSPFOG00000001954"
"RASGRF2(4of4)","ENSPFOG00000024630"
"NEU3(1of7)","ENSPFOG00000007196"
"NEU3(2of7)","ENSPFOG00000007202"
"ensembl","ENSPFOG00000007218"
"slc25a1b","ENSPFOG00000007275"
"pi4kaa","ENSPFOG00000007319"
"marveld2a","ENSPFOG00000024364"
"oclna","ENSPFOG00000008118"
"ankrd34ba","ENSPFOG00000008246"
"VDAC3(1of2)","ENSPFOG00000008256"
"tor4aa","ENSPFOG00000008373"
"naa25","ENSPFOG00000008401"
"pitpnb","ENSPFOG00000008804"
"TTC28(1of2)","ENSPFOG00000008906"
"ensembl","ENSPFOG00000024572"
"PLA2G3(1of2)","ENSPFOG00000009301"
"RPH3A(1of2)","ENSPFOG00000009351"
"ptpn11a","ENSPFOG00000009691"
"tmed2","ENSPFOG00000010069"
"SCO1","ENSPFOG00000002108"
"MYH2(2of4)","ENSPFOG00000002214"
"gas7a","ENSPFOG00000003650"
"rcvrna","ENSPFOG00000003701"
"gsg1l2a","ENSPFOG00000003739"
"elac2","ENSPFOG00000003750"
"SHISA6(1of2)","ENSPFOG00000004106"
"ensembl","ENSPFOG00000023533"
"foxk2","ENSPFOG00000004194"
"anapc2","ENSPFOG00000004421"
"si:dkey-16l2.16","ENSPFOG00000004746"
"srrm2","ENSPFOG00000004799"
"arl6ip1","ENSPFOG00000004877"
"ensembl","ENSPFOG00000004928"
"xylt1(1of2)","ENSPFOG00000005040"
"ensembl","ENSPFOG00000005274"
"im:7147486(1of4)","ENSPFOG00000005289"
"rab40c","ENSPFOG00000005322"
"pigq(1of2)","ENSPFOG00000005441"
"trpm2(2of4)","ENSPFOG00000000056"
"MAP3K13","ENSPFOG00000000130"
"pfkla","ENSPFOG00000000166"
"si:ch211-241j8.2","ENSPFOG00000023152"
"tmem169a","ENSPFOG00000000226"
"xrcc5","ENSPFOG00000000246"
"COL6A2(1of2)","ENSPFOG00000000302"
"march4","ENSPFOG00000000507"
"smarcal1","ENSPFOG00000000560"
"nme8","ENSPFOG00000000739"
"PLCL2","ENSPFOG00000007151"
"ensembl","ENSPFOG00000007226"
"RFTN1(2of2)","ENSPFOG00000007272"
"brd2b","ENSPFOG00000007315"
"tap1","ENSPFOG00000007480"
"notchl","ENSPFOG00000007670"
"ensembl","ENSPFOG00000007696"
"trpm4a","ENSPFOG00000006621"
"ensembl","ENSPFOG00000022364"
"zgc:86896","ENSPFOG00000006806"
"ensembl","ENSPFOG00000021941"
"ensembl","ENSPFOG00000022593"
"hace1","ENSPFOG00000006898"
"bves","ENSPFOG00000007053"
"popdc3","ENSPFOG00000021796"
"ensembl","ENSPFOG00000007188"
"aldh2.2","ENSPFOG00000007403"
"zgc:66432","ENSPFOG00000022685"
"ensembl","ENSPFOG00000023719"
"ensembl","ENSPFOG00000024792"
"rbm42","ENSPFOG00000007701"
"zfp36l2(2of3)","ENSPFOG00000019857"
"zfp36l2(3of3)","ENSPFOG00000019858"
"THADA(2of2)","ENSPFOG00000023731"
"thada","ENSPFOG00000019859"
"plekhh2","ENSPFOG00000019860"
"MUC4","ENSPFOG00000019861"
"calm1a","ENSPFOG00000019862"
"ttc7a","ENSPFOG00000019863"
"mcfd2","ENSPFOG00000019864"
"PROP1","ENSPFOG00000019865"
"socs5a","ENSPFOG00000019960"
"rhoq(2of2)","ENSPFOG00000019866"
"foxi2","ENSPFOG00000002886"
"ensembl","ENSPFOG00000002904"
"fgfr3","ENSPFOG00000002944"
"letm1","ENSPFOG00000003309"
"whsc1","ENSPFOG00000003560"
"jade1","ENSPFOG00000003792"
"asmt2(1of2)","ENSPFOG00000003894"
"pgrmc2(1of2)","ENSPFOG00000003988"
"abca1b","ENSPFOG00000000370"
