ENSPFOG00000003810  fhl1b 	195	174	161	166	137	160	117	75	137	166	117
ENSPFOG00000003905  slc9a6b 	4947	4340	4987	4597	3318	3856	2951	2572	3614	4342	3751
ENSPFOG00000004175  IL2RG (2 of 2) 	253	245	227	201	163	197	183	109	141	197	156
ENSPFOG00000004239  snx12 	4149	3806	4064	3227	2419	3066	2466	2008	2969	2843	3148
ENSPFOG00000004316  slc7a3a 	7527	7715	7296	6492	5066	6958	5768	2701	5698	6440	3544
ENSPFOG00000004492  RAB39B (1 of 2) 	2096	1809	2143	2037	1200	1841	1454	1155	1522	1834	1695
ENSPFOG00000004534  si:ch73-173m3.3 	11	20	19	18	16	23	20	11	10	18	9
ENSPFOG00000004606  ensembl 	4530	6708	4463	4907	2831	5840	4583	2063	3482	6345	3306
ENSPFOG00000004843  rbm14a 	4521	4235	4726	4301	2814	3496	3275	2797	3417	3807	4256
ENSPFOG00000004916  dpp3 	2334	1898	2199	1763	1414	1843	1293	899	1451	1601	1612
ENSPFOG00000005048  CD248 (1 of 2) 	69	37	156	147	80	66	100	40	19	72	61
ENSPFOG00000005065  ehbp1l1b 	252	285	405	207	214	314	241	169	199	287	199
ENSPFOG00000005167  fam89b 	247	227	315	238	143	200	161	131	140	211	264
ENSPFOG00000005175  sssca1 	971	826	913	853	488	785	589	460	639	670	710
ENSPFOG00000005241  arr3a 	16	12	101	17	50	5	12	40	95	7	13
ENSPFOG00000005613  mcf2b 	5799	6077	6223	5386	3585	5739	3788	3241	4152	5988	5694
ENSPFOG00000006072  f9b 	55	44	84	58	43	54	41	24	54	74	33
ENSPFOG00000006203  fgf13b 	2002	1835	2214	2038	1375	1676	1380	1010	1532	1836	1626
ENSPFOG00000006277  afap1l1b 	924	1013	883	682	598	687	670	571	615	752	914
ENSPFOG00000006596  ablim3 (2 of 2) 	1654	2374	2298	2002	1242	2196	1575	839	1300	2144	1313
ENSPFOG00000007036  adrb2b 	22	51	37	31	10	53	30	12	26	30	39
ENSPFOG00000007096  ubtd2 	627	529	608	517	340	483	363	274	460	476	454
ENSPFOG00000007116  IL12B (2 of 3) 	655	541	749	608	386	531	442	347	342	485	605
ENSPFOG00000007186  ublcp1 	959	865	1091	908	612	823	670	531	536	793	921
ENSPFOG00000007292  rnf145a 	4621	7060	5661	5724	3743	7760	4086	2071	3526	7475	5957
ENSPFOG00000007531  EBF1 (2 of 2) 	990	1057	1072	1099	646	993	813	701	760	1013	1168
ENSPFOG00000007871  htatsf1 	1057	963	1088	975	690	786	664	563	706	918	880
ENSPFOG00000008031  bod1 	1209	1063	1171	1062	785	886	728	619	782	854	916
ENSPFOG00000023652  stc2b (2 of 2) 	77	61	66	57	38	32	34	16	44	41	51
ENSPFOG00000008043  stc2b (1 of 2) 	276	276	257	226	208	255	193	128	182	176	203
ENSPFOG00000008074  bnip1b 	326	320	326	309	336	312	260	176	223	231	253
ENSPFOG00000008174  crebrf 	32	683	46	57	39	925	507	24	26	781	59
ENSPFOG00000008275  pcyox1l 	965	888	1246	767	740	836	594	417	661	756	805
ENSPFOG00000008374  TCERG1 	2586	2249	2706	2492	1648	2065	1747	1400	1931	1965	2287
ENSPFOG00000008567  tmtops3b 	24	15	28	29	14	23	12	19	12	19	25
ENSPFOG00000008572  tpst1l 	1627	1469	1628	1478	1024	1215	954	911	1144	1312	1682
ENSPFOG00000008626  crcp 	600	565	482	499	352	467	368	250	404	413	440
ENSPFOG00000008650  si:ch1073-475a24.1 	35	339	38	52	17	25	28	181	227	26	228
ENSPFOG00000008662  asl 	1578	1718	1565	1471	1006	1363	1147	936	1196	1291	1464
ENSPFOG00000008961  ca4c 	121	205	39	83	79	92	96	50	86	47	111
ENSPFOG00000008973  aldh3a2b 	3553	3707	3524	3051	3017	3069	2638	2139	3217	2939	2907
ENSPFOG00000009075  vtnb 	0	0	1	0	0	4	2	0	0	3	0
ENSPFOG00000009158  slc13a2 	1	7	5	5	1	2	2	1	2	0	3
ENSPFOG00000009346  unc119b 	2629	2743	3247	3053	1951	2737	2023	1535	2082	2659	2184
ENSPFOG00000009385  cryba1b 	16	18	15	48	18	6	15	13	23	15	22
ENSPFOG00000009522  gosr1 (2 of 2) 	1563	1793	1902	1650	1060	1524	1097	674	1444	1186	997
ENSPFOG00000009586  tusc5b (1 of 2) 	282	309	389	316	192	281	173	73	277	191	116
ENSPFOG00000021087  ensembl 	6	6	10	3	5	9	2	1	4	7	3
ENSPFOG00000022561  tusc5b (2 of 2) 	561	649	733	741	400	600	380	124	553	383	198
ENSPFOG00000021575  ensembl 	6	5	5	3	6	6	11	4	5	4	3
ENSPFOG00000009605  aifm5 	109	75	64	65	109	64	55	26	65	66	68
ENSPFOG00000009788  FBXO40 (2 of 3) 	17	41	33	6	176	16	11	7	19	6	8
ENSPFOG00000009893  FBXO40 (3 of 3) 	6	20	12	4	41	8	9	15	2	5	7
ENSPFOG00000010005  si:ch211-274p24.4 	294	251	304	235	161	221	172	136	184	235	258
ENSPFOG00000020220  ensembl 	140	155	171	131	99	119	91	63	125	137	97
ENSPFOG00000010058  cluhb 	1096	1228	1222	1076	829	1074	706	559	900	1148	854
ENSPFOG00000010319  pafah1b1a (1 of 2) 	6967	5835	7252	6257	4142	4958	4153	3250	4815	5229	5610
ENSPFOG00000010412  mntb 	841	977	927	951	534	1016	1055	518	615	1653	875
ENSPFOG00000010456  sept4a 	20	37	25	21	6	11	28	9	28	28	10
ENSPFOG00000010565  limk1b 	298	282	324	215	224	251	221	188	222	183	303
ENSPFOG00000010719  mrps17 	373	286	334	316	179	278	232	176	249	259	297
ENSPFOG00000010736  GBAS (1 of 2) 	1814	1517	1714	1281	1042	1359	1076	850	1131	1265	1386
ENSPFOG00000010825  cct6a 	5107	4364	5051	4144	3100	3929	2945	2036	3450	3646	3356
ENSPFOG00000021037  SNORA22 	0	1	3	2	0	0	6	1	1	1	4
ENSPFOG00000021269  SNORA22 	1	2	1	1	0	0	1	0	0	0	0
ENSPFOG00000010926  sumf2 	287	226	239	233	198	436	172	192	243	230	285
ENSPFOG00000010930  abhd11 	6200	6347	6950	5904	3905	5257	4069	3401	4791	4992	5221
ENSPFOG00000020221  cldnh 	42	45	2	11	10	37	23	5	13	5	17
ENSPFOG00000020222  cldnc 	3	0	0	7	0	0	0	0	3	0	1
ENSPFOG00000020223  cldnb 	4	2	9	11	0	4	5	7	1	11	7
ENSPFOG00000020224  ensembl 	0	1	1	1	2	1	0	0	1	1	5
ENSPFOG00000020225  zgc:112437 	905	779	910	812	446	751	530	446	490	685	805
ENSPFOG00000024370  cldnd 	3	2	0	4	1	0	1	0	1	3	2
ENSPFOG00000020227  ensembl 	7	7	11	6	7	9	12	5	5	7	4
ENSPFOG00000020228  cldne (1 of 2) 	1	2	5	4	0	3	5	8	2	18	5
ENSPFOG00000020229  zgc:136892 	7	4	10	11	4	6	7	3	7	10	5
ENSPFOG00000010970  wbscr27 (2 of 2) 	434	320	468	399	208	354	272	254	295	410	416
ENSPFOG00000011007  nf2b 	1173	1388	1328	1071	451	1340	820	338	542	848	528
ENSPFOG00000011099  caln2 	600	811	633	621	317	828	576	325	351	901	613
ENSPFOG00000011142  sdf2 	337	296	327	292	211	238	186	147	238	221	225
ENSPFOG00000011171  supt6h 	9034	8868	10057	8854	6033	8253	6634	4606	6847	8255	7934
ENSPFOG00000011444  rab34b 	134	91	129	103	93	89	108	54	71	82	64
ENSPFOG00000021545  SNORD49 	0	3	0	0	1	1	2	0	3	1	1
ENSPFOG00000021018  SNORD65 	4	1	1	1	1	0	0	0	1	2	1
ENSPFOG00000021281  SNORD49 	2	1	6	0	1	1	2	0	3	2	2
ENSPFOG00000021373  SNORD65 	2	0	3	4	4	1	2	1	5	1	4
ENSPFOG00000011548  nsrp1 	1978	1982	2146	1843	1329	1782	1519	1008	1547	1538	1826
ENSPFOG00000011564  ssh2b 	2229	2114	1899	2077	1301	1777	1381	1196	1776	1892	1963
ENSPFOG00000011577  coro6 	444	374	496	308	255	379	271	234	231	239	327
ENSPFOG00000011674  ensembl 	207	182	230	156	131	215	138	113	130	114	173
ENSPFOG00000023280  ensembl 	4	3	1	5	3	2	1	0	3	2	2
ENSPFOG00000011702  ensembl 	5	19	16	22	7	18	3	11	6	13	4
ENSPFOG00000011767  ABHD15 	3	3	0	1	1	0	0	3	2	3	2
ENSPFOG00000011805  TAOK1 (2 of 3) 	8514	11429	8809	8977	6002	8916	7000	4956	6685	8557	7374
ENSPFOG00000012035  smg6 	2504	2822	2814	2616	1718	2559	2090	1438	2108	2588	2278
ENSPFOG00000021076  ensembl 	2	13	13	16	9	8	7	7	5	4	12
ENSPFOG00000021571  ensembl 	6	16	3	9	3	3	6	5	5	5	13
ENSPFOG00000021000  ensembl 	0	0	0	0	0	1	1	0	1	0	0
ENSPFOG00000012221  ovca2 	180	123	181	113	106	131	107	91	115	124	97
ENSPFOG00000012226  rtn4rl1a 	2035	2203	2163	2225	1327	2155	1575	860	1265	2053	1560
ENSPFOG00000012234  RPA1 (2 of 2) 	1138	1071	1282	1156	746	1013	1134	960	921	1007	1041
ENSPFOG00000012319  smyd4 	316	271	256	236	163	227	183	150	215	216	241
ENSPFOG00000020230  waif2 	86	77	72	50	37	64	49	56	48	68	70
ENSPFOG00000020231  COA4 	98	94	130	134	68	73	83	82	82	108	105
ENSPFOG00000020232  ensembl 	1	2	1	5	2	4	1	1	2	5	1
ENSPFOG00000012394  ensembl 	5	6	10	9	6	12	9	8	2	15	2
ENSPFOG00000020233  ensembl 	0	0	0	0	1	1	0	0	0	0	0
ENSPFOG00000020234  ensembl 	0	0	0	0	0	0	0	0	0	0	0
ENSPFOG00000023914  ensembl 	0	0	0	0	0	0	0	0	0	0	0
ENSPFOG00000023020  ensembl 	0	1	0	0	0	0	0	0	0	0	0
ENSPFOG00000022930  ensembl 	0	0	0	0	0	0	0	0	1	0	0
ENSPFOG00000019877  ensembl 	0	0	0	0	0	0	0	0	0	0	0
ENSPFOG00000012400  or104-2 	0	0	0	0	0	0	0	0	0	0	0
ENSPFOG00000012449  ubl3a 	6342	6905	6046	6400	3518	5302	3898	3516	5402	5104	5635
ENSPFOG00000012508  hmgb1a 	16445	17476	15928	17743	10592	13907	12118	9026	11459	10804	16172
ENSPFOG00000012562  uspl1 	5242	5001	5801	4462	3294	4294	3674	2873	3852	4881	4340
ENSPFOG00000012579  alox5ap 	77	82	129	125	66	81	83	45	60	90	79
ENSPFOG00000012601  MEDAG 	75	80	116	110	66	74	83	44	60	84	76
ENSPFOG00000012619  b3glctb 	639	619	593	554	333	579	426	298	460	630	532
ENSPFOG00000012733  rxfp2b 	189	291	208	251	122	202	206	100	162	271	210
ENSPFOG00000013071  fryb 	10767	20251	10912	10757	6845	18056	13046	5423	8074	17940	9578
ENSPFOG00000013942  zar1l 	0	1	2	3	2	1	1	3	2	2	0
ENSPFOG00000013969  pds5b 	8221	7719	9064	8184	5341	7326	5806	4305	6157	7923	6961
ENSPFOG00000014258  kl 	613	397	691	535	307	442	324	292	389	434	344
ENSPFOG00000014328  rfc3 	587	404	654	532	301	443	329	284	384	400	310
ENSPFOG00000014365  stard13a 	2150	1898	1925	1518	1117	1678	1298	1001	1221	1728	1725
ENSPFOG00000014488  nbeaa 	10972	14737	10758	11222	6919	14029	10895	5423	7967	13585	8753
ENSPFOG00000019878  SERTM1 (1 of 3) 	42	52	53	34	29	30	22	22	23	37	47
ENSPFOG00000015729  ccna1 	7260	6389	6890	6535	4506	5276	4496	3871	5549	5050	6165
ENSPFOG00000015658  spg20a (1 of 2) 	8555	7880	7840	7570	5367	5860	5086	4577	6544	5467	7149
ENSPFOG00000015707  ccdc169 	7397	6564	7043	6610	4606	5314	4510	3912	5648	5016	6244
ENSPFOG00000015767  DCX (2 of 2) 	9272	8824	8841	8497	5724	7233	6118	4865	7145	6715	7966
ENSPFOG00000019879  SERTM1 (2 of 3) 	63	56	74	51	34	51	50	37	37	50	66
ENSPFOG00000019880  SERTM1 (3 of 3) 	57	62	74	53	44	46	40	26	43	52	55
ENSPFOG00000022262  spg20a (2 of 2) 	1324	1531	986	1094	883	629	627	748	1025	462	1045
ENSPFOG00000015903  rfxap (1 of 2) 	369	342	347	287	244	302	230	209	261	261	302
ENSPFOG00000015910  smad9 (1 of 2) 	210	238	210	208	151	182	168	139	146	156	230
ENSPFOG00000015934  alg5 	5446	5912	5110	5302	3143	4647	4174	2869	3956	3982	4732
ENSPFOG00000015942  exosc8 (1 of 2) 	5831	6222	5634	5630	3400	4959	4371	3111	4278	4410	5125
ENSPFOG00000016051  supt20 	6642	7006	6606	6409	3923	5644	5044	3551	4930	5257	5844
ENSPFOG00000015952  dclk1a 	1833	2164	1618	1554	1018	1593	1420	916	1403	1384	1489
ENSPFOG00000015973  rfxap (2 of 2) 	212	206	190	164	137	177	131	124	158	160	188
ENSPFOG00000015984  smad9 (2 of 2) 	89	114	125	123	60	76	69	75	104	85	100
ENSPFOG00000016004  exosc8 (2 of 2) 	349	293	399	359	220	282	239	184	242	295	298
ENSPFOG00000016221  ugt5d1 (1 of 2) 	0	0	0	0	0	0	0	0	1	2	1
ENSPFOG00000016222  ugt5d1 (2 of 2) 	38	38	91	41	105	164	77	65	47	62	35
ENSPFOG00000016242  postna 	519	265	314	370	277	306	297	130	293	289	287
ENSPFOG00000016331  trpc4a 	1947	2358	2316	2115	1353	1991	1642	1276	1665	2086	2254
ENSPFOG00000016427  ufm1 	2411	2275	2429	2313	1592	2125	1472	1215	1707	1676	1839
ENSPFOG00000016441  frem2a 	745	1089	918	793	524	1167	905	407	563	1382	699
ENSPFOG00000016612  trim47 	654	599	739	615	432	507	467	284	477	514	436
ENSPFOG00000016635  trim3b 	5978	6962	6388	6675	3838	6852	4977	3708	4511	6172	5818
ENSPFOG00000016655  fhdc3 	55	60	60	51	37	40	33	19	36	62	29
ENSPFOG00000016677  ARFIP2 (2 of 2) 	1920	1927	1841	1588	1288	1733	1468	868	1416	1336	1240
ENSPFOG00000016709  dchs1b 	1870	2419	1933	1687	1114	2700	2050	974	1301	2888	1504
ENSPFOG00000016869  SLC46A3 	735	1190	728	909	453	1018	706	402	601	1039	701
ENSPFOG00000016886  synj1 	12344	14768	13815	12281	8394	13772	9538	5519	9324	11952	9931
ENSPFOG00000017012  C21orf59 	823	812	764	756	570	714	412	391	666	600	590
ENSPFOG00000017032  eva1c 	359	306	468	306	242	302	223	221	303	285	269
ENSPFOG00000017053  haus1 	169	288	213	207	107	209	176	86	147	230	119
ENSPFOG00000017081  mis18a 	77	117	139	146	56	104	104	60	75	126	78
ENSPFOG00000017088  hunk 	5022	4800	4625	4085	2781	4075	3033	2519	3445	3741	3770
ENSPFOG00000017108  scaf4a (1 of 2) 	736	743	814	628	451	662	527	367	548	640	563
ENSPFOG00000017181  sod1 	5106	4313	4529	3621	2896	3832	3061	2252	3164	3493	3536
ENSPFOG00000017156  scaf4a (2 of 2) 	645	570	622	581	428	540	444	315	452	570	485
ENSPFOG00000024579  ensembl 	193	325	242	268	173	337	184	62	170	289	108
ENSPFOG00000017198  ensembl 	2067	2146	2042	2062	1466	1940	1288	691	1590	1893	1242
ENSPFOG00000017270  grik1a 	335	311	334	301	180	261	251	213	226	287	264
ENSPFOG00000017316  map3k7cl 	9	19	28	15	6	18	26	8	6	13	7
ENSPFOG00000017325  bach1b 	29	43	51	41	30	43	33	27	20	52	41
ENSPFOG00000017333  rab38b 	34	23	18	22	10	28	23	7	21	24	37
ENSPFOG00000017347  GRM5 (2 of 2) 	8016	8284	8180	7387	6201	7964	6261	3092	5779	7613	5793
ENSPFOG00000017399  TYR (2 of 2) 	23	16	35	24	15	25	19	14	13	10	26
ENSPFOG00000017416  chordc1a 	2072	1622	1704	1392	1150	1459	1113	850	1171	1632	1445
ENSPFOG00000017462  FAT3 (2 of 2) 	59	411	56	82	24	431	257	16	33	394	31
ENSPFOG00000017677  mtnr1bb 	32	165	33	59	24	159	106	12	40	170	39
ENSPFOG00000023065  si:ch1073-15f19.2 	23	25	22	15	13	27	18	14	14	24	15
ENSPFOG00000017688  timm10b 	226	182	194	179	137	147	121	129	129	172	155
ENSPFOG00000017696  ensembl 	551	439	413	402	340	397	296	292	354	356	378
ENSPFOG00000017724  smpd1 	1042	1100	928	802	611	891	695	487	945	716	733
ENSPFOG00000017763  tpte 	738	744	703	585	459	639	468	350	625	485	474
ENSPFOG00000017811  ensembl 	178	168	184	150	171	136	101	88	138	132	147
ENSPFOG00000017825  THSD1 	281	233	238	237	224	188	142	136	199	190	226
ENSPFOG00000017834  vps36 	1022	800	999	874	579	780	559	404	688	761	709
ENSPFOG00000017858  proser1 	1615	1712	1934	1707	1109	1574	1363	923	1202	1607	1572
ENSPFOG00000017892  stoml3b 	149	194	138	123	113	149	80	80	160	137	101
ENSPFOG00000017898  mtus2 	1260	3187	1437	2131	804	3653	2767	542	672	4103	1115
ENSPFOG00000017919  slc7a1 	863	975	1018	789	443	1028	678	358	564	749	809
ENSPFOG00000017939  PAXBP1 	7564	7398	7890	7511	4873	7172	5600	4147	5717	7128	6743
ENSPFOG00000017962  cadm2a 	1339	1191	1215	1543	999	2071	1153	565	971	1710	1005
ENSPFOG00000024707  LTN1 	2612	2382	2358	2016	1561	2059	1736	1057	2223	1952	2213
ENSPFOG00000017989  tmem135 	1212	1150	1251	902	751	978	780	664	789	951	918
ENSPFOG00000018023  hephl1b 	337	304	260	115	199	317	189	122	222	252	179
ENSPFOG00000018093  slc43a2b 	803	765	467	384	330	681	432	287	638	402	299
ENSPFOG00000022406  pitpnab (2 of 2) 	1123	1229	1307	1286	759	1254	925	537	933	1058	1164
ENSPFOG00000022287  pitpnab (1 of 2) 	9466	9730	9815	11267	6326	8517	7021	4657	8247	7893	9636
ENSPFOG00000018120  inpp5kb 	106	125	157	83	88	88	55	84	131	69	25
ENSPFOG00000018151  nle1 	508	463	504	415	312	417	384	256	365	410	392
ENSPFOG00000018174  slc25a1a 	1014	406	951	860	595	810	590	541	652	751	720
ENSPFOG00000022086  FBXO39 	10	7	20	10	7	17	7	10	14	11	8
ENSPFOG00000023131  VGF (1 of 2) 	2488	2699	2761	2168	1644	2455	2069	995	2020	2158	2407
ENSPFOG00000018201  slc47a1 	1072	1008	831	544	730	599	501	367	679	581	555
ENSPFOG00000018229  tmigd1 	2	0	3	0	0	4	3	3	1	2	0
ENSPFOG00000023170  FAM64A 	66	33	42	41	23	29	32	11	21	25	28
ENSPFOG00000018235  cct8 	6513	5745	5815	5617	3851	4881	3996	2496	4195	4140	4378
ENSPFOG00000018257  sgk494b 	967	1160	1245	1109	780	1015	978	672	834	1049	945
ENSPFOG00000018270  aldocb 	133910	129737	137928	114062	82302	110713	87531	63194	92052	97804	117682
ENSPFOG00000018303  pigs 	1316	1127	1370	1049	749	973	800	579	853	935	916
ENSPFOG00000018325  ensembl 	5858	5151	6416	5859	3701	4531	4426	3437	4272	4969	5334
ENSPFOG00000018329  ensembl 	2156	1739	2229	1769	1224	1469	1230	1015	1355	1477	1520
ENSPFOG00000018343  heatr6 	501	541	523	371	332	374	314	157	391	420	332
ENSPFOG00000018378  ddx52 	577	533	672	565	411	546	387	328	474	539	463
ENSPFOG00000018396  birc2 	15672	14768	15481	14504	9878	13760	10512	8498	11683	12099	12868
ENSPFOG00000018391  rpl23a 	13738	12748	13323	12431	8501	12036	8984	7235	10109	10300	10956
ENSPFOG00000021306  SNORD42 	12	12	9	8	8	7	5	2	7	4	7
ENSPFOG00000018417  ensembl 	626	584	532	492	367	537	400	296	327	386	351
ENSPFOG00000018426  angptl5 	815	970	830	482	371	610	491	308	666	542	395
ENSPFOG00000018442  trpc6a 	293	323	227	263	245	285	196	216	216	245	252
ENSPFOG00000018509  arhgap42a 	598	612	627	501	440	530	424	280	426	477	475
ENSPFOG00000019881  snrnp35 	172	169	201	166	120	136	122	82	113	141	143
ENSPFOG00000018569  BUD13 	743	645	754	639	480	517	468	376	504	591	593
ENSPFOG00000018573  si:dkeyp-69c1.7 	4226	4268	4477	2967	2014	3258	2517	1570	2209	1878	3144
ENSPFOG00000018577  pvrl1a 	122	143	167	86	76	140	110	93	129	99	173
ENSPFOG00000021863  ensembl 	8	42	3	5	8	18	35	28	6	20	7
ENSPFOG00000018587  ensembl 	2	0	0	0	0	0	0	1	0	2	1
ENSPFOG00000018605  chek1 	210	175	220	200	141	168	222	116	126	163	188
ENSPFOG00000018641  bfb 	4	2	3	2	1	0	1	1	1	5	1
ENSPFOG00000018666  layna 	58	63	44	13	27	37	16	15	15	28	32
ENSPFOG00000018679  alg9 	2120	1756	2253	1873	1393	1624	1308	1092	1528	1735	1750
ENSPFOG00000022156  FDXACB1 	654	686	678	651	423	631	502	324	528	561	560
ENSPFOG00000018695  TOMM40L 	1105	901	1086	1021	597	885	687	512	770	774	901
ENSPFOG00000018722  CCDC64B 	412	618	326	439	197	307	265	354	308	285	462
ENSPFOG00000018730  mia 	188	270	132	173	82	130	129	133	106	144	178
ENSPFOG00000018732  cryaba 	2724	2705	1978	2530	1882	1841	1489	1868	2509	2005	2837
ENSPFOG00000018735  ensembl 	49	63	31	39	46	49	48	12	32	45	48
ENSPFOG00000024018  si:dkey-202b22.5 	22	14	18	16	9	17	16	6	6	24	19
ENSPFOG00000018752  dixdc1b 	850	727	897	652	567	753	596	385	558	680	629
ENSPFOG00000024531  dlat 	5130	4525	4880	4054	3002	3865	3182	2348	3476	3880	4099
ENSPFOG00000018791  zgc:165604 	46	45	42	53	63	33	28	26	31	37	30
ENSPFOG00000018811  pcnxl3 	1601	2023	1674	1595	1142	2427	1445	788	1537	2232	1143
ENSPFOG00000018867  nrxn2a 	6180	6578	7459	6527	4145	7150	4939	3363	4752	6567	6352
ENSPFOG00000018916  pygma 	22	23	516	17	135	225	254	9	17	12	8
ENSPFOG00000018943  slc22a6l 	787	370	701	420	520	401	423	109	342	306	323
ENSPFOG00000018958  nrg2a 	1169	1067	1410	1196	755	1047	935	733	940	1242	1182
ENSPFOG00000019882  pura 	279	273	272	287	169	243	195	147	233	208	287
ENSPFOG00000018969  zgc:100829 (2 of 2) 	443	463	461	397	288	388	302	241	334	445	348
ENSPFOG00000018974  cxxc5a 	1378	1167	1362	1023	800	978	705	613	949	955	943
ENSPFOG00000018980  ppp3ca 	16408	16820	17421	14792	10558	15954	12701	7207	12666	17129	14100
ENSPFOG00000019007  dnajc18 	1179	1302	1267	1072	673	1114	838	587	960	1057	1024
ENSPFOG00000019029  BRD8 (2 of 2) 	5887	5720	6557	6088	4021	4987	4016	3061	4373	4698	4830
ENSPFOG00000019043  gng8 	93	85	115	103	38	79	47	95	77	71	151
ENSPFOG00000019045  tmem45b 	91	92	103	103	35	62	47	83	73	68	144
ENSPFOG00000019054  nfrkb 	2752	2514	3371	2648	2544	2740	1927	1914	2490	3341	2745
ENSPFOG00000019156  ryr1a 	203	249	485	130	160	622	462	59	108	136	96
ENSPFOG00000019238  si:ch1073-83n3.2 (2 of 2) 	4	3	1	2	1	1	5	2	0	0	1
ENSPFOG00000019239  sms 	5875	4710	5098	4543	3001	4747	3311	2641	3457	3606	4630
ENSPFOG00000019241  adgrg2b 	39	60	55	53	13	27	40	53	24	29	39
ENSPFOG00000019245  gabrr3a 	33	21	33	27	12	26	12	39	12	22	33
ENSPFOG00000019250  hhla2a.2 	0	1	0	0	0	2	0	0	0	1	0
ENSPFOG00000019251  ensembl 	34	16	85	42	16	37	26	17	17	4	55
ENSPFOG00000023073  si:dkey-11o15.10 	34	16	83	42	16	34	26	17	17	3	55
ENSPFOG00000019254  phldb2a 	191	179	174	146	137	164	147	63	95	129	139
ENSPFOG00000022976  si:ch211-244c8.4 	3421	3254	4145	3664	2354	3165	2461	2003	2741	2995	3390
ENSPFOG00000019263  SLC51A (2 of 2) 	34	70	37	89	26	28	33	67	52	27	40
ENSPFOG00000019267  zdhhc20a 	1165	968	892	926	553	738	566	508	755	797	1020
ENSPFOG00000019271  pcyt1bb 	4	4	10	3	2	1	4	0	2	0	2
ENSPFOG00000019276  lipia 	79	56	126	37	47	62	75	31	75	72	86
ENSPFOG00000019280  si:ch211-114c12.2 	4368	4494	5070	4220	2894	3887	3428	2454	3544	3960	4127
ENSPFOG00000019281  map7d2a 	4962	4979	5527	4597	3021	4448	3403	3065	3574	4338	4919
ENSPFOG00000019289  pdha1a 	6962	6833	7284	5667	4414	5786	4692	3291	4963	5620	5928
ENSPFOG00000019300  prdx4 	1284	1078	1273	1042	696	993	778	605	846	934	896
ENSPFOG00000019303  sat1a.1 	44	33	37	48	45	30	22	13	27	49	12
ENSPFOG00000019306  ZFX 	1849	1771	2099	1728	1236	1735	1366	982	1428	1718	1660
ENSPFOG00000024718  PTGDS (2 of 2) 	194	163	252	234	125	158	125	128	146	167	189
ENSPFOG00000019309  zdhhc23a 	60	80	66	70	42	86	65	38	42	47	84
ENSPFOG00000019313  ATP6V1A (2 of 2) 	1268	1116	1327	934	670	927	732	505	944	870	913
ENSPFOG00000019318  wasf3a 	24	26	68	22	52	21	14	62	44	8	13
ENSPFOG00000019323  CFAP100 (2 of 2) 	0	2	0	0	0	0	0	0	0	0	0
ENSPFOG00000019324  gsx1 	175	161	193	109	124	130	120	59	114	142	225
ENSPFOG00000019327  arhgap31 	620	736	502	557	453	595	459	348	559	581	655
ENSPFOG00000019331  b4galt4 	538	535	488	357	353	412	274	229	377	381	355
ENSPFOG00000019334  CASR 	2	0	1	0	0	1	0	0	0	1	1
ENSPFOG00000019339  zgc:175280 	1	1	1	0	0	1	5	3	2	1	1
ENSPFOG00000019347  kif20a 	218	159	203	188	125	167	160	121	154	187	184
ENSPFOG00000019353  cdc23 	697	683	782	694	448	603	537	414	501	586	580
ENSPFOG00000019369  GFRA3 (2 of 2) 	1904	1839	1757	1706	970	1824	1329	1056	1186	1686	1705
ENSPFOG00000019373  slc25a5 	41247	39891	40152	36833	24617	32234	26188	19770	28496	31116	32468
ENSPFOG00000019375  zbtb20 	30	345	17	31	15	477	179	15	23	308	14
ENSPFOG00000019381  DLG4 (2 of 2) 	5062	5801	3930	5930	3338	5000	3332	1495	2827	5768	2983
ENSPFOG00000019399  ephb4a 	2201	1743	2170	1691	1273	1637	1463	1036	1503	1748	1795
ENSPFOG00000019413  KCNAB3 	8004	6886	8074	6843	4347	6456	5200	4302	4938	5796	7159
ENSPFOG00000019416  neu3.2 	1492	1428	1607	1301	938	1159	1012	774	1127	1091	1295
ENSPFOG00000022329  xrra1 	402	476	402	327	271	378	260	195	217	337	310
ENSPFOG00000019419  chrdl2 	434	490	532	476	285	365	326	292	347	409	335
ENSPFOG00000019424  spag7 	1048	1058	1088	1021	679	877	748	509	808	922	928
ENSPFOG00000019427  defbl2 	0	1	0	1	0	2	1	1	1	0	2
ENSPFOG00000019428  mepce 	539	448	519	464	285	436	349	277	371	536	424
ENSPFOG00000019435  pak1 	4639	4083	4789	4007	3092	3645	3500	2049	3009	3609	3946
ENSPFOG00000023813  CAPN6 (3 of 3) 	21	18	62	22	15	16	14	12	10	25	9
ENSPFOG00000019448  CAPN6 (2 of 3) 	197	221	285	155	142	155	81	119	136	80	97
ENSPFOG00000023558  oard1 (3 of 3) 	19	37	25	9	14	18	14	19	9	15	14
ENSPFOG00000008483  mtor 	8356	10659	8572	8423	5698	9428	7209	3892	6810	8996	6362
ENSPFOG00000024817  ensembl 	0	0	0	1	0	1	1	0	0	3	0
ENSPFOG00000008574  angptl7 	113	136	265	222	120	186	168	94	120	128	125
ENSPFOG00000020237  ensembl 	8	10	6	182	3	84	35	53	106	17	32
ENSPFOG00000008621  nrbf2b 	881	903	1032	991	615	802	690	526	729	815	838
ENSPFOG00000008670  reep3b 	1147	1209	1152	985	715	1101	875	584	804	1111	804
